name;
10yard;
1on1gov;
20pacgal;
20pacgalr0;
20pacgalr3;
280zzzap;
39in1;
3ds;
3stooges;
9ballsht;
aceattaca;
acedrvrw;
acpsx;
acrobatm;
aerofgts;
afighter;
airrace;
aladbl;
aleck64;
alg_bios;
alpinerd;
alpinesa;
alpinr2b;
altair;
altbeast;
amerdart;
animaljr;
apache3;
apb;
aquajet;
ar_airh;
ar_airh2;
ar_bios;
ar_bowl;
ar_dart;
ar_fast;
ar_ldrb;
ar_ninj;
ar_rdwr;
ar_sdwr;
ar_socc;
ar_sprg;
ar_xeon;
arbalest;
area88r;
arescue;
argusg;
armchmp2;
astropal;
atarisy1;
atluspsx;
atpsx;
attckufo;
ballbomb;
balonfgt;
batrid;
bbusters;
bctvidbs;
beastrzr;
berenstn;
bigfight;
bilyard;
bkraidu;
black;
blasted;
blazlaz;
blktouch;
bloodbro;
bloodwar;
bmcbowl;
bnzabros;
bonzeadv;
borntofi;
botanic;
botss;
brapboys;
brod;
bshark;
bubbletr;
buggychl;
bwings;
carrera;
cbombers;
cclownz;
cd32;
cdi;
cecmatch;
centiped;
cfarm;
cflyball;
chaknpop;
champbb2;
champbwl;
changela;
choplift;
chwy;
cischeat;
ckongpt2;
clapapa;
clshroadd;
combatsc;
commandw;
compgolf;
connect4;
coolmini;
coolpool;
cotton2;
countryc;
crater;
crgolfhi;
crimfght;
critcrsh;
crysbios;
crzmon_7;
cubeqst;
cybrcycc;
cybsled;
cyclwarr;
cyvern;
czeroize;
daikaiju;
darkedge;
dbzvrvs;
ddayjlc;
ddcrew2;
ddealer;
deadconx;
dealem;
denseib;
destryer;
dharma;
diggerc;
discoboy;
doapp;
dokidoki;
dolphin;
domino;
dominob;
dplay;
draco;
dragoona;
dreamwld;
drgnwrld;
drgw2c;
drifto94;
drivedge;
dsoccr94;
duckhunt;
dynagear;
dynashot;
dynwara;
eaglshot;
einning;
evosocc;
exctscc2;
extrmatn;
f15se;
f1gpstar;
f1gpstr2;
fantjour;
fantzn2;
ffight2b;
fghthist;
fgtlayer;
fieldday;
finalap3;
finalapr;
firebeas;
firehawk;
fishfren;
fiveside;
fixeightb;
fredmem;
freekickb;
freezeat;
fsoccer;
fspiderb;
ftimpcta;
funkyfig;
funkyjet;
g13knd;
galastrm;
galgame2;
galgbios;
galpani3;
galsnew;
gauntlet2p;
gcpinbal;
gdarius2;
gdfs;
gekisou;
getstar;
ggisuka;
gground;
ghlpanic;
ghoshunt;
gigandes;
glpracr;
glpracr3;
goldnaxe;
golgo13;
gpgolf;
gprider1;
gq863;
gradius4;
grdforce;
grmatch;
gslugrsj;
gstream;
gt2k;
gt3d;
gt5;
gt97;
gt98;
gt99;
gtclassc;
gunfight;
gunnail;
guts;
gwar;
hammer;
harddriv;
hdrivair;
highsplt;
histryma;
hoops96;
horshoes;
hotblock;
hotsmash;
hvnsgate;
hvysmsh;
hydra;
hyperath;
hyprduel;
ichir;
ikari;
inca;
indianbt;
invasnab;
invds;
invrvnge;
iron;
ironhors;
ixion;
jin;
jmpbreak;
jollyjgr;
jongbou;
journey;
junofrst;
kabukiz;
kageki;
karatour;
kick;
kickboy;
kinstb;
kkojnoli;
kok;
konamigv;
konek;
koroleva;
kov7sprt;
kroozr;
ksayakyu;
kviper;
ladyfrog;
landmakr;
lbgrande;
lethalen;
lkage;
lockon;
lpadv;
m_bdrwho;
macross;
macrossp;
madalien;
madball;
magerror;
maruchan;
matchit;
maxaflex;
mazeinv;
megablst;
megat3;
megat4;
megat4stg;
megat5;
megat5tg;
megat6;
mermaid;
mf_bdash;
mf_flip;
mfjump;
mgcldtex;
midnrun;
mikie;
missb2;
mk3ghw;
mk4;
moonwarp;
mosaicf2;
mouseatk;
mp_bio;
mp_col3;
mp_gaxe2;
mp_gslam;
mp_mazin;
mp_shnb3;
mp_soni2;
mp_sonic;
mp_sor2;
mp_twc;
mpu4met0;
mpu4tst2;
mpu4utst;
mrdig;
msgogo;
mtlchamp;
multigam;
multigm2;
multigm3;
multigmt;
mustang;
mutantf;
naughtyb;
nbbatman;
ncv1;
ninjakun;
noahsark;
nob;
nratechu;
ohpaipee;
opaopa;
opwolf3;
pachifev;
pairsnb;
pangpoms;
para2dx;
paradlx;
pasha2;
pblbeach;
pbst30;
pc_pinbt;
pepper2;
pesadelo;
peset038;
pexmp006;
pexmp024;
pexp0019;
pexp0112;
pexs0006;
phantom2;
phklad;
phpython;
phtetris;
pignewt;
pigskin;
piratetr;
pitboss2;
pitbossm;
pitbosss;
pitfall2;
pkgnsh;
pkgnshdx;
pkscram;
plsmaswd;
plumppop;
pocketrc;
poundfor;
powerbal;
ppmast93;
prikura;
primrage;
progolf;
prosoccr;
prosport;
protennb;
psarc95;
psyforce;
ptblank2;
pururun;
puyo;
pzletime;
qb3;
quasar;
radarscp;
radikalb;
raiders;
rampage;
rapidfir;
raveracw;
raystorm;
razmataz;
rdft;
rdft2;
recalh;
redalert;
retofinv;
revx;
rfjet;
ridgerac;
ringrage;
ripribit;
rmpgwt;
rocktris;
roughrac;
rougien;
roundup5;
rumba;
rumblef;
rushhero;
rvschool;
sandor;
sasissu;
satansat;
sblast2b;
sbrkout;
sbuggera;
seabass;
seawolf2;
senkyu;
sfcbox;
sfchamp;
sfex;
sfex2;
sfex2p;
sfexp;
sfkick;
sgmastc;
shanhigw;
shdancer;
shimpact;
shngmtkb;
shollow;
shootgal;
shtngmste;
shuttlei;
sidebs;
sidebs2;
sindbadm;
skimaxx;
skullfng;
skyalert;
skylove;
skyraid;
slipstrm;
sliver;
snowbro2;
soccerss;
sokyugrt;
solarfox;
sonicbom;
sosterm;
soulclbr;
souledge;
spacefb;
spaceskr;
spacezap;
spacwalk;
spcenctr;
speedrcr;
speedup;
speglsht;
spiders;
spitboss;
spyhunt;
spyhunt2;
sqix;
squaitsa;
sraider;
ssf2ghw;
ssgbl;
sslam;
sspirits;
sss;
starglad;
starsldr;
steeltal;
steelwkr;
stmblade;
strider2;
sub;
suikoenb;
supergm3;
superman;
suplup;
suprgolf;
surfplnt;
survival;
sws;
sws98;
sws99;
sxyreac2;
sys573;
tacscan;
tailg;
taitogn;
talbot;
tank8;
tapper;
tcobra2;
teetert;
tekken3;
tektagt;
tenkomor;
terracre;
tetrisse;
tgtball;
tgtpanic;
timber;
timecris;
timesold;
titlef;
tkdensho;
tm2k;
tm4k;
tm5k;
tm7k;
tm8k;
tmek;
tmnt22pu;
tnextspc;
tnk3;
togenkyo;
tomcat;
topgunnr;
toprollr;
topshoot;
torus;
toucheme;
toukon3;
tryout;
ts2;
tstrike;
turbofrc;
turbosub;
tutankhm;
tutstomb;
twinbrat;
twineag2;
twinhawk;
twins;
twinsqua;
tx1;
tylz;
ultrax;
upscope;
upyoural;
usg182;
vamphalf;
vandyke;
vasara;
vasara2;
vbowl;
victlapw;
victnine;
videopin;
viprp1;
vivdolls;
volfied;
vortex;
vsgshoe;
vspsx;
wacko;
waterski;
wbbc97;
wc90;
wcbowldx;
wcvol95;
wheelrun;
wildplt;
windheat;
witch;
wizwarz;
wofhfh;
wolfpack;
wpksocv2;
wrally;
ww3;
wwfmania;
wwfwfest;
xenophob;
xtheball;
xybots;
zektor;
zerohour;
znpwfv;
zwackery;
sman_240;
spidmanu;
roadblst;
ikari3nr;
simpsons;
ikarijpb;
tmnt;
brvblade;
cbaj;
gwarb;
nslasher;
mk3;
aoh;
aquarush;
bigrun;
dblaxle;
enduror;
fsoccerb;
finalap2;
flamegun;
guardian;
wingwaru;
vf;
vr;
rpatrol;
wgp;
maze;
bgaregga;
bkraidu;
bldyroar;
cannball;
cbombers;
coolmini;
darkedge;
doapp;
evosocc;
fantjour;
fishfren;
goal92;
guts;
hvnsgate;
hyprduel;
intcup94;
mainsnk;
ncv1;
pangpang;
primglex;
rchase;
rdft;
rdft2;
realbrk;
reikaids;
rfjet;
safarir;
sblast2b;
sfchamp;
sfex;
sfexp;
sokonuke;
sonic;
supxevs;
tehkanwc;
tekken2;
tgmj;
tkoboxng;
ts2;
twinqix;
vamphalf;
wcvol95;
wpksoc;
mrdrillr;
rungun2;
