name;
3kokushi;
40love;
7jigen;
8ball;
8ballact;
abaseb;
ace;
akiss;
alexkiddz;
aligator;
alpine;
ambush;
amspdwy;
arcadecl;
argus;
arknoid2;
arkretrn;
arlingtn;
armora;
ashnojoe;
aso;
assault;
astdelux;
asteroid;
astinvad;
astormbl;
astrob;
astrof;
asylum;
atarifb;
ataxx;
avalnche;
badlands;
bagman;
bakubrkr;
bakutotu;
balcube;
baluba;
bangball;
baraduke;
barricad;
basebal2;
batman;
battleg;
battlex;
bbonk;
bbprot;
beaminv;
beathead;
benberob;
berabohm;
berzerk;
bigevglf;
bigprowr;
bioatack;
bioship;
bking;
bking2;
bking3;
blaster;
blasto;
blastoff;
blazer;
blockade;
blocken;
bloodstm;
bloxeedc;
blstroid;
blueshrk;
blzntrnd;
bnglngby;
bogeyman;
boomrang;
boothill;
borench;
bowler;
boxer;
boxingb;
boxyboy;
brdrlinb;
brival;
brutforc;
bsktball;
btime;
btlecity;
btoads;
bubblem;
bubbles;
bublbob2;
buckrog;
bullfgtr;
burnforc;
butasan;
bwcasino;
bwidow;
bwing;
cachat;
cairblad;
cannball;
cannonb;
canyon;
captaven;
carjmbre;
carnival;
carpolo;
castfant;
cbasebal;
cbdash;
cbtime;
cburnrub;
ccastles;
cchasm;
cclimber;
cdiscon1;
cerberus;
cfghtice;
cgraplop;
challeng;
champbas;
champwr;
chboxing;
checkmat;
cheesech;
cheyenne;
chiller;
chinhero;
chplft;
chwrestl;
circus;
ckong;
claypign;
clayshoo;
cleopatr;
cloak;
clocknch;
cloud9;
clowns;
clshroad;
cluckypo;
cluclu;
cmissnx;
cnightst;
colmns97;
colony7;
columns;
columns2;
combasc;
combat;
comotion;
complexx;
cop01;
copsnrob;
cosmicg;
cosmo;
cosmogng;
cosmos;
cottonbm;
cppicf;
cprogolf;
cprosocc;
cptennis;
cpzn1;
cpzn2;
cracksht;
crash;
crbaloon;
crgolf;
crossbow;
crusnusa;
crusnwld;
crysking;
crzrally;
cscrtry;
cshift;
csprint;
cstlevna;
cterrani;
ctisland;
ctornado;
ctsttape;
cubybop;
cupfinal;
curvebal;
cvs;
dadandrn;
daiskiss;
daitorid;
dangar;
dangerz;
dangseed;
dariusg;
darkwar;
dazzler;
dblplay;
dcclub;
dday;
ddenlovr;
ddribble;
ddungeon;
dduxbl;
deadang;
deadeye;
decocass;
defender;
demoderb;
demon;
demoneye;
depthch;
desertgu;
desertwr;
destroyr;
devzone;
dfeveron;
diehard;
digdug2;
digger;
dkong;
dockman;
dodgem;
dogfgt;
dogpatch;
dominos;
dorachan;
downtown;
dragngun;
dragoonj;
dragrace;
dragwld2;
drgnbstr;
drgpunch;
dribling;
drmario;
dsaber;
dspirit;
dungeonm;
dw;
dynamski;
dynduke;
ebases;
eggventr;
ehrgeiz;
einnings;
ejihon;
elecyoyo;
elevator;
elim2;
elvactr;
embargo;
emeralda;
empcity;
endurobl;
enigma2;
eprom;
equites;
esb;
esckids;
espial;
eswatbl;
evilston;
excitebk;
exctsccr;
exerion;
exprraid;
exterm;
exvania;
f1dream;
f1en;
faceoff;
fantasy;
fantland;
fantsy95;
fastlane;
fghtatck;
fhawk;
findout;
finehour;
firebarr;
firebatl;
fireone;
firetrap;
firetrk;
fitfight;
flower;
flstory;
flyball;
flyboyb;
foodf;
fourtrax;
fpointbl;
freekckb;
frenzy;
frogs;
frontlin;
fshark;
ftsoccer;
funnymou;
ga2;
galaga88;
galaxygn;
galhustl;
galivan;
galxwars;
gametngk;
gangwars;
gaplus;
gaunt2p;
gekirido;
getstarb;
gfire2;
gghost;
gimeabrk;
gionbana;
gladiatr;
glass;
glfgreat;
gmissile;
goal92;
gogomile;
goindol;
gokuparo;
goldbug;
goldmedl;
gollygho;
gomoku;
gondo;
goonies;
gorf;
gratia;
gravitar;
grchamp;
greatgun;
gridiron;
gridlee;
grndtour;
grobda;
groovef;
groundfx;
grudge;
gseeker;
gstrik2;
gstriker;
gsword;
gtg;
gtg2;
gulfwar2;
gunbustr;
gundealr;
gunforc2;
gunlock;
gunsmoke;
gypsyjug;
halleys;
hanaawas;
hanagumi;
hanamai;
hanaoji;
hanaroku;
hangonjr;
hardhat;
hardyard;
hatris;
hattrick;
hbarrel;
headon;
headon2;
heartatk;
heberpop;
heiankyo;
helifire;
hero;
hiimpact;
hitme;
hitnmiss;
hnayayoi;
hnoridur;
hogalley;
holeland;
holo;
homerun;
hopmappy;
hotchase;
hotrod;
hstennis;
hunchbak;
huncholy;
hustle;
hvoltage;
hwrace;
hyperspt;
hyprdelj;
iceclimb;
iceclmrj;
ichidant;
idsoccer;
iganinju;
indyheat;
indytemp;
inferno;
insector;
intrepid;
invad2ct;
invadpt2;
invho2;
invinco;
ipminvad;
iqblock;
irobot;
jackrabt;
jailbrek;
jajamaru;
jdreddp;
jedi;
joust;
joust2;
jpark;
junglek;
kamikaze;
kamikcab;
kaos;
kchamp;
kengo;
kicknrun;
kikikai;
kikstart;
killcom;
kingofb;
kinst2;
klax;
knckhead;
kncljoe;
kodure;
koikois2;
konamigx;
kouyakyu;
kram;
krull;
krzybowl;
ktiger2;
kurikint;
kyukaidk;
ladybug;
ladygolf;
ladykill;
lagunar;
lastfort;
lazercmd;
leprechn;
lethalj;
liberate;
liberatr;
liblrabl;
llander;
logger;
looping;
lottofun;
lrescue;
lsasquad;
luckywld;
lupin3;
m4;
m79amb;
machomou;
machridr;
maddonna;
madmotor;
magix;
magmax;
magspot;
magspot2;
mahoudai;
maiko;
mainevt;
maniach;
mappy;
marble;
mario;
marvland;
matmania;
mausuke;
maxrpm;
maya;
mayday;
mayhem;
mcnpshnt;
medlanes;
megab;
megaplay;
megatack;
megatech;
meosism;
metlclsh;
metlhawk;
metrocrs;
mf_achas;
mf_brist;
mhavoc;
mightybj;
milliped;
mineswpr;
minferno;
minigolf;
mirninja;
missile;
mjangels;
mk;
mk2;
mmaze;
mmpanic;
mnight;
monsterb;
montecar;
monymony;
moo;
mosaic;
mosyougi;
motos;
mouja;
mpangj;
mpatrol;
mshu;
msisaac;
mslider;
mtrap;
mx5000;
mysticm;
narc;
natodef;
navalone;
nbahangt;
nbamaxht;
nbajam;
nbajamr2;
nbajamte;
neckneck;
nettoqc;
netwars;
nibbler;
ninclown;
ninjaw;
ninjemak;
nitedrvr;
niyanpai;
