name;
1941;
1943kai;
1943mii;
1945kiii;
2020bb;
3countb;
3in1semi;
3wonders;
4dwarrio;
4enraya;
4in1;
4in1boot;
4play;
64street;
8bpm;
abcop;
aburner2;
aceattac;
ad2083;
aerofgt;
agallet;
agress;
airass;
airattck;
airbustr;
airduel;
airwolf;
ajax;
alcon;
alexkidd;
alibaba;
aliencha;
aliens;
aliensec;
aliensyn;
alinvade;
alpham2;
amazon;
amidar;
androdun;
androidp;
angelkds;
anteater;
aodk;
aof;
aof2;
aof3;
appoooh;
aquajack;
aquarium;
arabian;
arcadian;
arkanoid;
arkarea;
arkatour;
armedf;
armorcar;
armwrest;
ashura;
asterix;
astorm;
astyanax;
asuka;
asurabld;
asurabus;
atetris;
athena;
atlantis;
atomicp;
aurail;
avengers;
avspirit;
aztarac;
azurian;
b2b;
backfire;
backfirt;
baddudes;
bagmanm2;
bakubaku;
ballbros;
bang;
bangbead;
bankp;
batrider;
batsugun;
battlane;
battlnts;
battroad;
bayroute;
bbakraid;
bballs;
bbmanw;
bchopper;
bcstry;
beast;
berlwall;
bermudat;
bestbest;
bestri;
bgaregga;
bigkarnk;
bigstrik;
bigtwin;
biomtoy;
birdiy;
bishi;
bjourney;
bjtwin;
bladestl;
blandia;
blkhole;
blkpnthr;
blktiger;
blmbycar;
block;
blockcar;
blockgal;
blockhl;
blockout;
bloxeed;
blswhstl;
bluehawk;
blueprnt;
bmaster;
bodyslam;
boggy84;
bombbee;
bombjack;
bombkick;
bongo;
bonkadv;
boogwing;
bottom9;
bouldash;
bounty;
bowlrama;
brain;
breakers;
breakrev;
brubber;
bssoccer;
bstars;
bstars2;
btlkroad;
bubl2000;
bublbobl;
buccanrs;
bucky;
bullet;
bullfgt;
burglarx;
burningf;
bygone;
cabal;
cadash;
calibr50;
calipso;
calorie;
cameltry;
cannonbp;
canvas;
capbowl;
captcomm;
catacomb;
cavelon;
cavenger;
cawing;
cbuster;
cclimbr2;
chainrec;
chameleo;
chanbara;
changes;
charlien;
chasehq;
checkman;
cheekyms;
chelnov;
chimerab;
chinagat;
chinatwn;
choko;
chopliftu;
chqflag;
chukatai;
circusc;
citybomb;
citycon;
ckongs;
cltchitr;
cnbe;
cndi;
cninja;
cobracom;
columnsn;
combh;
commando;
commsega;
congo;
contra;
cookbib;
cookbib2;
cookbib3;
cosmccop;
cotton;
countrunb;
cps1demo;
cps1frog;
crazyfgt;
crimec;
crospang;
crshrace;
crswd2bl;
crsword;
crush;
crusherm;
csclub;
csilver;
ctomaday;
ctribe;
cuebrick;
cutieq;
cworld2j;
cybattlr;
cyberlip;
cybertnk;
daioh;
dambustr;
darius;
darius2;
darkmist;
darkplnt;
darkseal;
darktowr;
darwin;
dblpoint;
dbreed;
dbz;
dbz2;
dcon;
ddcrew2d;
ddonpach;
ddp2;
ddpdoj;
ddragon;
ddragon2;
ddragon3;
ddtod;
ddux;
deerhunt;
deluxe5;
demonwld;
deroon;
desertbr;
devilfsh;
devilw;
devstors;
diamond;
dietgo;
digdug;
diggerma;
dingo;
dino;
dinorex;
dirtfoxj;
disco;
diverboy;
dkong3;
dkongjr;
dleague;
docastle;
dogfight;
dogyuun;
dokaben;
dolmen;
dommy;
dondokod;
donight;
donpachi;
dorodon;
dorunrun;
dotrikun;
doubledr;
dowild;
downtownj;
dragonsh;
dremshpr;
drgnbowl;
drgnmst;
drgnunit;
drgw2;
driftout;
drivfrcp;
drmicro;
drtomy;
drtoppel;
ducki;
dw2001;
dwi;
dwpc;
dyger;
dynablst;
dynwar;
earthjkr;
edf;
edrandy;
egghunt;
eggor;
eightfrc;
eightman;
enforce;
esckidsj;
espgal;
esprade;
eswat;
eto;
excelsr;
exctleag;
exedexes;
explbrkr;
extdwnhl;
exzisus;
eyes;
f1dreamb;
f1gp;
f1gp2;
fantasia;
fantastc;
fantsia2;
fantzn2x;
fantzone;
fatfursp;
fatfury1;
fatfury2;
fatfury3;
fball;
fbfrenzy;
feversos;
ffight;
fghtbskt;
fightfev;
fightrol;
finalb;
finalizr;
finalttr;
fireshrk;
fitegolf;
fixeight;
flagrall;
flashgal;
flicky;
flipshot;
flyboy;
flytiger;
fncywld;
fnkyfish;
footchmp;
formatz;
fpoint;
freekick;
freeze;
friskyt;
frogger;
fstarfrc;
funkybee;
funybubl;
gaia;
gaiapols;
galaga;
galaxian;
galaxyfg;
galmedes;
galpani4;
galpanic;
galpanis;
galpans2;
galpans3;
galspnbl;
ganbare;
ganryu;
gardia;
garou;
garyoret;
gaunt22p;
gberet;
gbusters;
geebee;
genix;
genpeitd;
gforce2;
ghostbi;
ghostlop;
ghouls;
ghox;
gigasb;
gigasm2b;
gijoe;
ginganin;
ginkun;
gmgalax;
gng;
goalx3;
